store,websites,attribute_set,type,category_ids,sku,status,visibility,tax_class_id,brands,product_category_type,name,warrenty,model_no,weights,laptop_remark,weight,description,short_description,imp_desc,qty,is_in_stock,product_name,product_type_id,laptop_warranty_summary,laptop_freebag,mapped_status,price,cpu,laptop_battery,color,laptop_processor
admin,base,Laptops,simple,"3,11",SYGNBAS0378,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)6JXLGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)6JXLGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0379,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)GYSNGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)GYSNGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0380,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)6XGYWP1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)6XGYWP1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0381,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)3YFMGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)3YFMGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0382,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)84BMGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)84BMGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0383,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)2K9KGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)2K9KGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0384,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)7KXLGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)7KXLGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0385,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)GXSNGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)GXSNGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0386,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)2SMFGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)2SMFGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0387,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)FF71XP1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)FF71XP1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0388,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)62BMGT1,1 Year  Warranty.,E-6220,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-E-6220(Core i5-2520M @ 2.50GHz/4GB/160GB)62BMGT1,simple,1 Year  Warranty.,No,No,0.00,I5,11.1V 58Wh,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0389,2,"Catalog, Search",GST0.36,Apple,QCNBK-B,"Apple-Macbook(Core 2 Duo /2GB/250GB 14"")45009GVX8PW",1 Year  Warranty.,Macbook,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Apple-Macbook(Core 2 Duo /2GB/250GB 14"")45009GVX8PW",simple,1 Year  Warranty.,No,No,0.00,Below I3,10.95V--60WH,White,
admin,base,Laptops,simple,"3,11",SYGNBAS0390,2,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-SVF142C1WW(Core I3 M380 /2GB/500GB 14.1"")C10H192A",1 Year  Warranty.,SVF142C1WW,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-SVF142C1WW(Core I3 M380 /2GB/500GB 14.1"")C10H192A",simple,1 Year  Warranty.,No,No,0.00,I3,14.8V--2670MAH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0391,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,Dell-VOSTRO 1014(CORE 2 DUO -T6570 / 2.10GHZ / 3GB / 160GB 14'')19GPSN1,1 Year  Warranty.,VOSTRO 1014,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Dell-VOSTRO 1014(CORE 2 DUO -T6570 / 2.10GHZ / 3GB / 160GB 14'')19GPSN1,simple,1 Year  Warranty.,No,No,0.00,Below I3,11.1V---56W,Black,
admin,base,Laptops,simple,"3,11",SYGNBAS0392,2,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-SVF153A1YM(Core I5 4200U 1.60GHz/4GB/500GB 15.6"")C10JE7T7",1 Year  Warranty.,SVF153A1YM,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-SVF153A1YM(Core I5 4200U 1.60GHz/4GB/500GB 15.6"")C10JE7T7",simple,1 Year  Warranty.,No,No,0.00,I5,14.8V--2670MAH,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0393,2,"Catalog, Search",GST0.36,Toshiba,QCNBK-B,"Toshiba-Satellite C665(Pentium P6200 2.13GHz/2GB/320GB 15.6"")2C114837Q",1 Year  Warranty.,Satellite C665,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Toshiba-Satellite C665(Pentium P6200 2.13GHz/2GB/320GB 15.6"")2C114837Q",simple,1 Year  Warranty.,No,No,0.00,Below I3,10.8V--8WH,Black,
admin,base,Laptops,simple,"3,11",SYGNBAS0394,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-PP20L(Core 2 Duo 1.83GHz/2GB/160GB 15.4"")97P9CD1",1 Year  Warranty.,PP20L,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-PP20L(Core 2 Duo 1.83GHz/2GB/160GB 15.4"")97P9CD1",simple,1 Year  Warranty.,No,No,0.00,Below I3,11.1V--53WH,Silver,
admin,base,Laptops,simple,"3,11",SYGNBAS0395,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp 1564(Core I3 M330 2.13GHz/3GB/320GB 15.6"")4WNF5BS",1 Year  Warranty.,Insp 1564,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp 1564(Core I3 M330 2.13GHz/3GB/320GB 15.6"")4WNF5BS",simple,1 Year  Warranty.,No,No,0.00,I3,11.1V--4.2AH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0396,2,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-PCG-71211W(Core I3 350M 2.26GHz/3GB/320GB 15.6"")C605TJ9D",1 Year  Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-PCG-71211W(Core I3 350M 2.26GHz/3GB/320GB 15.6"")C605TJ9D",simple,1 Year  Warranty.,No,No,0.00,I3,11.1V--3500MAH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0397,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-PP12L(Pentium m 1.86GHZ/2GB//40GB 15.4"")GKFSH1S",1 Year  Warranty.,PP12L,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-PP12L(Pentium m 1.86GHZ/2GB//40GB 15.4"")GKFSH1S",simple,1 Year  Warranty.,No,No,0.00,Below I3,11.1V--53WH,Silver,
admin,base,Laptops,simple,"3,11",SYGNBAS0398,2,"Catalog, Search",GST0.36,Asus,QCNBK-B,"Asus-X401A(Pentium B970 2.30GHz/4GB/320GB 14"")C5N0BC148700207",1 Year  Warranty.,X401A,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Asus-X401A(Pentium B970 2.30GHz/4GB/320GB 14"")C5N0BC148700207",simple,1 Year  Warranty.,No,No,0.00,Below I3,10.8V--4400MAH,Black,
admin,base,Laptops,simple,"3,11",SYGNBAS0399,2,"Catalog, Search",GST0.36,Compaq,QCNBK-B,"Compaq-Presario C300(Genuine T1350/1GB/160GB 15.6"")CND6410XWJ",1 Year  Warranty.,Presario C300,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Compaq-Presario C300(Genuine T1350/1GB/160GB 15.6"")CND6410XWJ",simple,1 Year  Warranty.,No,No,0.00,Below I3,,Black,
admin,base,Laptops,simple,"3,11",SYGNBAS0400,2,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-G6-1321TU(Core I3 /2GB/160GB 15.6"")5CD2145543",1 Year  Warranty.,G6-1321TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-G6-1321TU(Core I3 /2GB/160GB 15.6"")5CD2145543",simple,1 Year  Warranty.,No,No,0.00,I3,10.8V--4700MAH,Grey,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0401,2,"Catalog, Search",GST0.36,Lenovo,QCNBK-B,Lenovo-G505s(AMD A10 WITH REDEAON /4GB/320GB )CB27897026,1 Year  Warranty.,G505s,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,Lenovo-G505s(AMD A10 WITH REDEAON /4GB/320GB )CB27897026,simple,1 Year  Warranty.,No,No,0.00,Below I3,,Black,
admin,base,Laptops,simple,"3,11",SYGNBAS0402,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Latitude E6430(Core I7 3720M 2.60GHz/4GB/320GB 14"")9N9WMV1",1 Year  Warranty.,Latitude E6430,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Latitude E6430(Core I7 3720M 2.60GHz/4GB/320GB 14"")9N9WMV1",simple,1 Year  Warranty.,No,No,0.00,I7,11.1V--60WH,Grey,Core i7
admin,base,Laptops,simple,"3,11",SYGNBAS0403,2,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-PCG-71211W(Core I5 M480 2.67GHz/4GB/500GB 15.6"")C6084CBR",1 Year  Warranty.,PCG-71211W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-PCG-71211W(Core I5 M480 2.67GHz/4GB/500GB 15.6"")C6084CBR",simple,1 Year  Warranty.,No,No,0.00,I5,11.1V--5200MAH,Black,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0404,2,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Pavilion DV3(Core I5 M460 2.53GHz/4GB/500GB 14"")CNU0393FWH",1 Year  Warranty.,Pavilion DV3,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion DV3(Core I5 M460 2.53GHz/4GB/500GB 14"")CNU0393FWH",simple,1 Year  Warranty.,No,No,0.00,I5,10.8V--4400MAH,Brown,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0405,2,"Catalog, Search",GST0.36,Sony,QCNBK-B,"Sony-SVE151B11W(Core I3 2370M 2.40GHz/4GB/320GB 15.6"")C903L15S",1 Year  Warranty.,SVE151B11W,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Sony-SVE151B11W(Core I3 2370M 2.40GHz/4GB/320GB 15.6"")C903L15S",simple,1 Year  Warranty.,No,No,0.00,I3,10.8v--4400mah,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0406,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-XPS L401X(Core I7 740Q 1.73GHz/4GB/320GB 14"")G4WG8BS",1 Year  Warranty.,XPS L401X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-XPS L401X(Core I7 740Q 1.73GHz/4GB/320GB 14"")G4WG8BS",simple,1 Year  Warranty.,No,No,0.00,I7,11.1V--4400MAH,Gold,Core i7
admin,base,Laptops,simple,"3,11",SYGNBAS0407,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N4110(Core I5 2450M 2.50GHz/8GB/500GB 14"")861V8R1",1 Year  Warranty.,Insp N4110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N4110(Core I5 2450M 2.50GHz/8GB/500GB 14"")861V8R1",simple,1 Year  Warranty.,No,No,0.00,I5,11.1V--48WH,Brown,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0408,2,"Catalog, Search",GST0.36,Samsung,QCNBK-B,"Samsung-NP350U4X-903TH(Core I5 3210M 2.50GHz/8GB/80GB 14"")HT9398FC6B4Z76D",1 Year  Warranty.,NP350U4X-903TH,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Samsung-NP350U4X-903TH(Core I5 3210M 2.50GHz/8GB/80GB 14"")HT9398FC6B4Z76D",simple,1 Year  Warranty.,No,No,0.00,I5,11.1V--48WH,Grey,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0409,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-XPS L401X(Core I7 Q740 1.73GHz/4GB/500GB 14"")4BQB8BS",1 Year  Warranty.,XPS L401X,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-XPS L401X(Core I7 Q740 1.73GHz/4GB/500GB 14"")4BQB8BS",simple,1 Year  Warranty.,No,No,0.00,I7,11.1V--56WH,White,Core i7
admin,base,Laptops,simple,"3,11",SYGNBAS0410,2,"Catalog, Search",GST0.36,Toshiba,QCNBK-B,"Toshiba-Satellite L630(Core I5 M460 2.53GHz/4GB/500GB 14"")XA570505Q",1 Year  Warranty.,Satellite L630,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Toshiba-Satellite L630(Core I5 M460 2.53GHz/4GB/500GB 14"")XA570505Q",simple,1 Year  Warranty.,No,No,0.00,I5,10.8V--48WH,Red ,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0411,2,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-Pavilion DM4(Core I5 M450 2.50GHz/4GB/500GB 14"")CNU0340QRB",1 Year  Warranty.,Pavilion DM4,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-Pavilion DM4(Core I5 M450 2.50GHz/4GB/500GB 14"")CNU0340QRB",simple,1 Year  Warranty.,No,No,0.00,I5,10.8V--55WH,Gold,Core i5
admin,base,Laptops,simple,"3,11",SYGNBAS0415,2,"Catalog, Search",GST0.36,Samsung,QCNBK-B,"Samsung-NP305E5A(AMD A4, 3305M Radeon 1.90GHz/4GB/500GB 15.6"")HSG791DC290176A",1 Year  Warranty.,NP305E5A,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Samsung-NP305E5A(AMD A4, 3305M Radeon 1.90GHz/4GB/500GB 15.6"")HSG791DC290176A",simple,1 Year  Warranty.,No,No,0.00,Below I3,11.1V--4800MAH,Grey,
admin,base,Laptops,simple,"3,11",SYGNBAS0417,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Alienware(Core I7 4700MQ 2.40GHz/8GB/1TB 14.0"")8RMBWZ1",1 Year  Warranty.,Alienware,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Alienware(Core I7 4700MQ 2.40GHz/8GB/1TB 14.0"")8RMBWZ1",simple,1 Year  Warranty.,No,No,0.00,I7,In Build ,Grey,Core i7
admin,base,Laptops,simple,"3,11",SYGNBAS0418,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Insp N4010(Core I3 M380 2.53GHz/5GB/320GB 14"")F7BMXP1",1 Year  Warranty.,Insp N4010,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Insp N4010(Core I3 M380 2.53GHz/5GB/320GB 14"")F7BMXP1",simple,1 Year  Warranty.,No,No,0.00,I3,11.1V--48WH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0419,2,"Catalog, Search",GST0.36,HP,QCNBK-B,"HP-G42-488TU(Core I3 2.40GHz/2GB/500GB 14"")CNF1123W7J",1 Year  Warranty.,G42-488TU,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"HP-G42-488TU(Core I3 2.40GHz/2GB/500GB 14"")CNF1123W7J",simple,1 Year  Warranty.,No,No,0.00,I3,10.8v--47wh,Blue,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0420,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-Studio 1558(Core I3 M350 2.27GHz/3GB/320GB 15.6"")3C7V4BS",1 Year  Warranty.,Studio 1558,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-Studio 1558(Core I3 M350 2.27GHz/3GB/320GB 15.6"")3C7V4BS",simple,1 Year  Warranty.,No,No,0.00,I3,11.1V--56WH,Black,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0421,2,"Catalog, Search",GST0.36,Acer ,QCNBK-B,"Acer -Aspire 5733(Core I3 M380 2.53GHz/4GB/320GB 15.6"")NXRN5SI00120807EA31601 ",1 Year  Warranty.,Aspire 5733,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Acer -Aspire 5733(Core I3 M380 2.53GHz/4GB/320GB 15.6"")NXRN5SI00120807EA31601 ",simple,1 Year  Warranty.,No,No,0.00,I3,10.8V--4400MAH,Grey,Core i3
admin,base,Laptops,simple,"3,11",SYGNBAS0422,2,"Catalog, Search",GST0.36,Dell,QCNBK-B,"Dell-INSP N4110(Core I5 2430 2.40GHz/4GB/640GB 14.0"")JFZVVQ1",1 Year  Warranty.,INSP N4110,1,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty.",1,<ul></ul>,<ul></ul>,<ul></ul>,0,0,"Dell-INSP N4110(Core I5 2430 2.40GHz/4GB/640GB 14.0"")JFZVVQ1",simple,1 Year  Warranty.,No,No,0.00,I5,11.1V--48Wh,Brown,Core i5
